web-scraper-order,web-scraper-start-url,link,link-href,title,price,ratings,num_rates,screen_size,refresh_rate,chipset,GPU,sim_slot,RAM,internal_storage,battery,operating_system,type
1742967907-56,https://cellphones.com.vn/mobile.html,"Điện thoại ZTE Blade  A55 4GB 64GB 6.75 inches4 GB64 GB  Trả góp 0%  
    :
   
      1.990.000đ
     
        2.090.000đ
       
          Giảm 5%
           Smember giảm thêm
            đến 20.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/dien-thoai-zte-blade-a55.html,Điện thoại ZTE Blade  A55 4GB 64GB,1.990.000 đ,5.0/5,2,6.75 inches,Tần số quét 90Hz,Unisoc SC9863A1,,2 SIM (Nano-SIM),4 GB,64 GB,5000 mAh,Android U,https://cellphones.com.vn/mobile/zte.html
1742967916-57,https://cellphones.com.vn/mobile.html,"Điện thoại ZTE Blade A55 4GB 128GB  6.75 inches4 GB128 GB  Trả góp 0%  
    :
   
      2.190.000đ
     
        2.290.000đ
       
          Giảm 4%
           Smember giảm thêm
            đến 22.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/dien-thoai-zte-blade-a55-4gb-128gb.html,Điện thoại ZTE Blade A55 4GB 128GB,2.190.000 đ,5.0/5,9,6.75 inches,Tần số quét 90Hz,Unisoc SC9863A1,,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android U,https://cellphones.com.vn/mobile/zte.html
1742967926-58,https://cellphones.com.vn/mobile.html,"Nubia Red Magic 7S 6.8 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nubia-red-magic-7s.html,Nubia Red Magic 7S,,5.0/5,2,6.8 inches,,Qualcomm SM8450 Snapdragon 8+ Gen 1 (4 nm),Adreno 730,2 SIM (Nano-SIM),8 GB,128 GB,Li-Po 4500 mAh,"Android 12, Redmagic 5.1",https://cellphones.com.vn/mobile/nubia.html
1742967935-59,https://cellphones.com.vn/mobile.html,"Nubia Neo 3 4G 8GB 128GB 6.8 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-neo-3-4g.html,Nubia Neo 3 4G 8GB 128GB,Giá liên hệ,,,6.8 inches,,Unisoc T8100,G57@4C 650MHz,2 Nano-SIM,8 GB,128 GB,6000mAh,,https://cellphones.com.vn/mobile/nubia.html
1742967944-60,https://cellphones.com.vn/mobile.html,"Nubia Z40S Pro 6.66 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nubia-z40s-pro.html,Nubia Z40S Pro,,,,6.66 inches,,Snapdragon 8+ Gen 1 (4 nm),Adreno 730,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/nubia.html
1742967953-61,https://cellphones.com.vn/mobile.html,"Nubia Focus 6.6 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-focus.html,Nubia Focus,,,,6.6 inches,Tần số quét 120Hz,Unisoc T760 (6 nm),Mali-G57,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nubia.html
1742967962-62,https://cellphones.com.vn/mobile.html,"Nubia V70 Max 6GB 128GB 6.9 inches6 GB128 GB 
          Hết hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-v70-max-6gb-128gb.html,Nubia V70 Max 6GB 128GB,Giá liên hệ,,,6.9 inches,,Unisoc T606,Mali-G57 MP1,2 Nano-SIM,6 GB,128 GB,6000 mAh,Android 15,https://cellphones.com.vn/mobile/nubia.html
1742967971-63,https://cellphones.com.vn/mobile.html,"Nubia Redmagic 8s Pro 16GB 512GB Transparent 6.8 inches16 GB512 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nubia-redmagic-8s-pro-16gb-512gb-transparent.html,Nubia Redmagic 8s Pro 16GB 512GB Transparent,,5.0/5,1,6.8 inches,"Tần số quét 120Hz, 1300 nits
 Corning® Gorilla® Glass
Tỷ lệ khung hình: 20:9",Snapdragon 8 Gen 2,Adreno™,2 SIM (Nano-SIM),16 GB,512 GB,6000 mAh,Android 13.0,https://cellphones.com.vn/mobile/nubia.html
1742967980-64,https://cellphones.com.vn/mobile.html,"Nubia Focus 5G 8GB 256GB 6.6 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nubia-neo-focus.html,Nubia Focus 5G 8GB 256GB,,,,6.6 inches,,Unisoc T760 (6 nm),Mali-G57,,8 GB,256 GB,5000mAh,,https://cellphones.com.vn/mobile/nubia.html
1742967989-65,https://cellphones.com.vn/mobile.html,"Nubia Red Magic 6S 16GB 256GB 6.8 inches16 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nubia-red-magic-6s-16gb-256gb.html,Nubia Red Magic 6S 16GB 256GB,Giá liên hệ,,,6.8 inches,,Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Adreno 660,2 SIM (Nano-SIM),16 GB,256 GB,Li-Po 5050 mAh,"Android 11, Redmagic 4.5",https://cellphones.com.vn/mobile/nubia.html
1742967998-66,https://cellphones.com.vn/mobile.html,"Nubia Neo 3 GT 4G 8GB 128GB 8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-neo-3-gt-4g.html,Nubia Neo 3 4G 8GB 128GB,Giá liên hệ,,,6.8 inches,,Unisoc T8100,G57@4C 650MHz,2 Nano-SIM,8 GB,128 GB,6000mAh,,https://cellphones.com.vn/mobile/nubia.html
1742968007-67,https://cellphones.com.vn/mobile.html,"Nubia V70 Max 4GB 128GB 6.9 inches4 GB128 GB 
          Hết hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-v70-max-4gb-128gb.html,Nubia V70 Max 4GB 128GB,Giá liên hệ,,,6.9 inches,,Unisoc T606,Mali-G57 MP1,2 Nano-SIM,4 GB,128 GB,6000 mAh,Android 15,https://cellphones.com.vn/mobile/nubia.html
1742968016-68,https://cellphones.com.vn/mobile.html,"Nubia Neo 3 GT 12GB 256GB 6.8 inches12 GB256 GB 
          Hết hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-neo-3-gt-12gb-256gb.html,Nubia Neo 3 GT 12GB 256GB,Giá liên hệ,5.0/5,2,6.8 inches,,T9100 5G,,,12 GB,256 GB,6000mAh,,https://cellphones.com.vn/mobile/nubia.html
1742968025-69,https://cellphones.com.vn/mobile.html,"Red Magic 7S Pro 6.8 inches12 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nubia-red-magic-7s-pro.html,Red Magic 7S Pro,,5.0/5,1,6.8 inches,,Snapdragon 8+ thế hệ 1 (4 nm),Adreno 730,2 SIM (Nano-SIM),12 GB,256 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/nubia.html
1742968034-70,https://cellphones.com.vn/mobile.html,"Nubia Neo 3 GT 5G 8GB 256GB 8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-neo-3-gt-5g.html,Nubia Neo 3 5G 8GB 256GB,Giá liên hệ,,,6.8 inches,,Unisoc T8300,"Arm® Mali™ -G57 2cores, up to 950MHz",2 Nano-SIM,8 GB,256 GB,6000mAh,,https://cellphones.com.vn/mobile/nubia.html
1742968046-71,https://cellphones.com.vn/mobile.html,"Nubia Red Magic 9 Pro 6.8 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-red-magic-9-pro.html,Nubia Red Magic 9 Pro,,5.0/5,1,6.8 inches,,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Adreno 750,2 SIM (Nano-SIM),8 GB,256 GB,6500 mAh,Android 14,https://cellphones.com.vn/mobile/nubia.html
1742968054-72,https://cellphones.com.vn/mobile.html,"Nubia V70 Design 8GB 128GB 6.7 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-v70-design-8gb-128gb.html,Nubia V70 Design 8GB 128GB,Giá liên hệ,,,6.7 inches,,Unisoc T606,Mali-G57 MP1,2 Nano-SIM,8 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nubia.html
1742968063-73,https://cellphones.com.vn/mobile.html,"Nubia Neo 3 5G 8GB 256GB 6.8 inches8 GB256 GB 
          Hết hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nubia-neo-3-5g.html,Nubia Neo 3 5G 8GB 256GB,Giá liên hệ,,,6.8 inches,,Unisoc T8300,"Arm® Mali™ -G57 2cores, up to 950MHz",2 Nano-SIM,8 GB,256 GB,6000mAh,,https://cellphones.com.vn/mobile/nubia.html
1742968071-74,https://cellphones.com.vn/mobile.html,"Nubia V60 Design 6GB 256GB 6.6 inches6 GB256 GB  Trả góp 0%  
    :
   
      2.690.000đ
     
        3.290.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 27.000đ 
            S-Student giảm thêm đến 100.000đ",https://cellphones.com.vn/dien-thoai-nubia-v60-design.html,Nubia V60 Design 6GB 256GB,2.690.000₫,4.8/5,12,6.6 inches,Tần số quét 90Hz,Unisoc T606,,2 SIM (Nano-SIM),6 GB,256 GB,5000mAh,Android T,https://cellphones.com.vn/mobile/nubia.html
1742968080-75,https://cellphones.com.vn/mobile.html,"Nubia Neo 8GB 256GB  6.6 inches8 GB256 GB  Trả góp 0%  
    :
   
      3.990.000đ
     
        4.990.000đ
       
          Giảm 20%
           Smember giảm thêm
            đến 40.000đ 
            S-Student giảm thêm đến 100.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/nubia-neo-5g.html,Nubia Neo 8GB 256GB,3.990.000 đ,4.9/5,61,6.6 inches,Tần số quét 120Hz,Chip Unisoc T820,G57@4C 850MHz,2 SIM (Nano-SIM),8 GB,256 GB,4500mAh,Android 13,https://cellphones.com.vn/mobile/nubia.html
1742968088-76,https://cellphones.com.vn/mobile.html,"Nubia Music NFC 4GB 128GB (Bản đặc biệt) 6.6 inches4 GB128 GB  Trả góp 0%  
    :
   
      2.090.000đ
     
        2.490.000đ
       
          Giảm 16%
           Smember giảm thêm
            đến 21.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/dien-thoai-nubia-music.html,Nubia Music NFC 4GB 128GB (Bản đặc biệt),2.090.000₫,4.9/5,9,6.6 inches,Tần số quét 90Hz,,,,4 GB,128 GB,5000 mAh,,https://cellphones.com.vn/mobile/nubia.html
1742968097-77,https://cellphones.com.vn/mobile.html,"Nubia Neo 2 5G 6.72 inches8 GB256 GB  Trả góp 0%  
    :
   
      4.690.000đ
     
        4.990.000đ
       
          Giảm 6%
           Smember giảm thêm
            đến 47.000đ 
            S-Student giảm thêm đến 100.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/nubia-neo-2.html,Nubia Neo 2 5G,4.690.000 đ,4.9/5,198,6.72 inches,"Corning Gorilla Glass, 400 ppi
Tần số quét 120Hz",Unisoc T820 (6 nm),Mali-G57,2 SIM (Nano-SIM),8 GB,256 GB,6000mAh,Android 13,https://cellphones.com.vn/mobile/nubia.html
1742968109-78,https://cellphones.com.vn/mobile.html,"Điện thoại Itel P55 Plus NFC 8GB 256GB 6.6 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-itel-p55-plus-8gb-256gb.html,Điện thoại Itel P55 Plus NFC 8GB 256GB,,,,6.6 inches,Tần số quét 90Hz,Unisoc T606,,,8 GB,256 GB,5000mAh,Android 13,https://cellphones.com.vn/mobile/itel.html
1742968119-79,https://cellphones.com.vn/mobile.html,"Itel S23 8GB 256GB 6.6 inches8 GB256 GB  Trả góp 0%  
    :
   
      2.390.000đ
     
        3.990.000đ
       
          Giảm 40%
           Smember giảm thêm
            đến 24.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/itel-s23-256gb.html,Itel S23 8GB 256GB,2.390.000 đ,5.0/5,34,6.6 inches,"Tần số quét 90 Hz,267 PPI",Unisoc T606,,Micro-SIM + Nano SIM,8 GB,256 GB,5000 mAh,Android,https://cellphones.com.vn/mobile/itel.html
1742968129-80,https://cellphones.com.vn/mobile.html,"Itel S23 8GB 128GB 6.6 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      2.390.000đ
     
        3.490.000đ
       
          Giảm 32%
           Smember giảm thêm
            đến 24.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/itel-s23.html,Itel S23 8GB 128GB,2.390.000 đ,5.0/5,10,6.6 inches,"Tần số quét 90 Hz,267 PPI",Unisoc T606,,Micro-SIM + Nano SIM,8 GB,128 GB,5000 mAh,Android,https://cellphones.com.vn/mobile/itel.html
1742968138-81,https://cellphones.com.vn/mobile.html,"Itel 9211 4G 2.4 inches64MB  Trả góp 0%  
    :
   
      490.000đ",https://cellphones.com.vn/dien-thoai-itel-9211-4g.html,Itel 9211 4G,490.000₫,5.0/5,1,2.4 inches,,,,2 Nano-SIM,64MB,,1000 mAh,,https://cellphones.com.vn/mobile/itel.html
1742968147-82,https://cellphones.com.vn/mobile.html,"Itel 9310 4G 3 inches64MB128 MB  Trả góp 0%  
    :
   
      650.000đ",https://cellphones.com.vn/dien-thoai-itel-9310-4g.html,Itel 9310 4G,650.000₫,4.0/5,5,3 inches,,,,Nano-SIM,64MB,128 MB,2000 mAh,,https://cellphones.com.vn/mobile/itel.html
1742968156-83,https://cellphones.com.vn/mobile.html,"Itel RS4 12GB 256GB NFC 6.56 inches12 GB256 GB  Trả góp 0%  
    :
   
      3.990.000đ
     
        4.590.000đ
       
          Giảm 13%
           Smember giảm thêm
            đến 40.000đ 
            S-Student giảm thêm đến 100.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-itel-rs4-12gb-256gb.html,Itel RS4 12GB 256GB NFC,3.990.000 đ,5.0/5,1,6.56 inches,"Tần số quét 120Hz
Tỷ lệ 20:9 (mật độ ~ 269 ppi)",Mediatek Helio G99 Ultimate,Mali-G57 MC2,2 Nano-SIM,12 GB,256 GB,"5,000 mAh",Android 13,https://cellphones.com.vn/mobile/itel.html
1742968165-84,https://cellphones.com.vn/mobile.html,"Itel RS4 8GB 128GB NFC 6.56 inches8 GB128 GB  Trả góp 0%  
    :
   
      3.290.000đ
     
        3.990.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 33.000đ 
            S-Student giảm thêm đến 100.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-itel-rs4-128gb.html,Itel RS4 8GB 128GB NFC,3.290.000 đ,5.0/5,9,6.56 inches,"Tần số quét 120Hz
Tỷ lệ 20:9 (mật độ ~ 269 ppi)",Mediatek Helio G99 Ultimate,Mali-G57 MC2,2 Nano-SIM,8 GB,128 GB,"5,000 mAh",Android 13,https://cellphones.com.vn/mobile/itel.html
1742968174-85,https://cellphones.com.vn/mobile.html,"Itel P55 Plus 8GB 128GB  6.6 inches8 GB128 GB  Trả góp 0%  
    :
   
      2.790.000đ
     
        3.290.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 28.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/dien-thoai-itel-p55-plus.html,Itel P55 Plus 8GB 128GB,2.790.000₫,4.5/5,6,6.6 inches,Tần số quét 90Hz,Unisoc T606,,,8 GB,128 GB,5000mAh,Android 13,https://cellphones.com.vn/mobile/itel.html
1742968186-86,https://cellphones.com.vn/mobile.html,"Itel P55 8GB 128GB NFC 6.6 inches8 GB128 GB  Trả góp 0%  
    :
   
      2.690.000đ
     
        2.990.000đ
       
          Giảm 10%
           Smember giảm thêm
            đến 27.000đ 
            S-Student giảm thêm đến 100.000đ Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS",https://cellphones.com.vn/dien-thoai-itel-p55.html,Itel P55 8GB 128GB NFC,2.690.000₫,5.0/5,13,6.6 inches,"Tần số quét 90Hz
Tỷ lệ 20:9 (mật độ ~ 267 ppi)",Unisoc T606 (12 nm),Mali-G57 MP1,2 Nano-SIM,8 GB,128 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/itel.html
1742968196-87,https://cellphones.com.vn/mobile.html,"Itel RS4 8GB 256GB NFC 6.56 inches8 GB256 GB  Trả góp 0%  
    :
   
      3.590.000đ
     
        3.990.000đ
       
          Giảm 10%
           Smember giảm thêm
            đến 36.000đ 
            S-Student giảm thêm đến 100.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-itel-rs4.html,Itel RS4 8GB 256GB NFC,3.590.000 đ,4.9/5,18,6.56 inches,"Tần số quét 120Hz
Tỷ lệ 20:9 (mật độ ~ 269 ppi)",Mediatek Helio G99 Ultimate,Mali-G57 MC2,2 Nano-SIM,8 GB,256 GB,"5,000 mAh",Android 13,https://cellphones.com.vn/mobile/itel.html
1742968207-88,https://cellphones.com.vn/mobile.html,"Sony Xperia XZ3 6.0 inches64 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/sony-xperia-xz3-chinh-hang.html,Sony Xperia XZ3,Giá liên hệ,,,6.0 inches,,Qualcomm SDM845 Snapdragon 845,Adreno 630,2 SIM (Nano-SIM),,64 GB,Li-Po 3330 mAh,9.0 (Pie),https://cellphones.com.vn/mobile/sony.html
1742968216-89,https://cellphones.com.vn/mobile.html,"Sony Xperia 5 IV 6.1 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/sony-xperia-5-iv.html,Sony Xperia 5 IV,,,,6.1 inches,,Qualcomm SM8450 Snapdragon 8 thế hệ 1 (4 nm),Adreno 730,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/sony.html
1742968228-90,https://cellphones.com.vn/mobile.html,"Xperia 5 V 6.1 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/sony-xperia-5v.html,Xperia 5 V,,,,6.1 inches,120Hz,Qualcomm Snapdragon 8 Gen 2 (4 nm),Adreno 740,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/sony.html
1742968237-91,https://cellphones.com.vn/mobile.html,"Sony Xperia X Compact 4.6 inches3 GB32 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/sony-xperia-x-compact.html,Sony Xperia X Compact,,,,4.6 inches,,Snapdragon 650,Adreno 510,Nano-SIM,3 GB,32 GB,2700 mAh,Android 8.0,https://cellphones.com.vn/mobile/sony.html
1742968246-92,https://cellphones.com.vn/mobile.html,"Sony Xperia 1V 12GB 256GB 6.5 inches12 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      20.190.000đ
     
        35.990.000đ
       
          Giảm 44%
           Smember giảm thêm
            đến 202.000đ  Tặng Sạc nhanh Sony 30W chính hãng",https://cellphones.com.vn/sony-xperia-1-v.html,Sony Xperia 1V 12GB 256GB,20.190.000 đ,,,6.5 inches,"Tần số quét 120Hz, Kính Corning® Gorilla® Glass Victus",Snapdragon 8 Gen 2,,2 SIM (Nano-SIM),12 GB,256 GB,5000 mAh,Android™ 13,https://cellphones.com.vn/mobile/sony.html
1742968255-93,https://cellphones.com.vn/mobile.html,"Sony Xperia 1VI 12GB 256GB 6.5 inches12 GB256 GB  Trả góp 0%  
    :
   
      25.490.000đ
     
        32.990.000đ
       
          Giảm 23%
           Smember giảm thêm
            đến 255.000đ  Tặng Sạc nhanh Sony 30W chính hãng và 1 km khác",https://cellphones.com.vn/dien-thoai-sony-xperia-1-vi.html,Sony Xperia 1VI 12GB 256GB,25.490.000 đ,,,6.5 inches,"Tần số quét 120Hz, Giảm nhòe do chuyển động 240 Hz, Tốc độ quét cảm ứng 240 Hz, Creator mode ""powered by CineAlta"", DCI-P3 100%, ITU-R BT.2020 (REC.2020), Illuminant D65 White point, 10-bit tonal gradation, Powered by BRAVIA, Sunlight Vision",Snapdragon 8 Gen 3 Mobile Platform,,,12 GB,256 GB,5000 mAh,,https://cellphones.com.vn/mobile/sony.html
1742968265-94,https://cellphones.com.vn/mobile.html,"Sony Xperia 10VI 8GB 128GB 6.1 inches8 GB128 GB  Trả góp 0%  
    :
   
      8.750.000đ
     
        11.990.000đ
       
          Giảm 27%
           Smember giảm thêm
            đến 88.000đ  
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-sony-xperia-10-vi.html,Sony Xperia 10VI 8GB 128GB,8.750.000 đ,5.0/5,1,6.1 inches,"Tần số quét 60Hz, Tốc độ quét cảm ứng 120Hz, DCI-P3 100%, Video Image Optimization, Triluminous display for mobile, Chế độ đa cửa sổ",Snapdragon 6 Gen 1 Mobile Platform,,,8 GB,128 GB,5000mAh,,https://cellphones.com.vn/mobile/sony.html
1742968284-95,https://cellphones.com.vn/mobile.html,"TECNO CAMON 40 8GB 256GB  
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ
         
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-tecno-camon-40-8gb-256gb.html,TECNO CAMON 40 8GB 256GB,Giá liên hệ,,,6.78 inches,"Màn hình phẳng
FHD+
Tần số quét 120Hz
Độ sáng màn hình 1300 nits
HDR",Mediatek Helio G100 Ultimate,,2 Nano-SIM,8 GB,256 GB,5200 mAh,Android 15,https://cellphones.com.vn/mobile/tecno/camon.html
1742968296-96,https://cellphones.com.vn/mobile.html,"Tecno Spark 10C  
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ
         
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/tecno-spark-10c.html,Tecno Spark 10C,,,,6.6 inches,Tần số quét 90Hz,Dimensity 9200 Plus,,,16 GB,128 GB,5000 mAh,,https://cellphones.com.vn/mobile/tecno/spark.html
